date,close
2005-02-25,0.0
2005-02-28,-0.006588157786379112
2005-03-01,-0.0016470394465947225
2005-03-02,-0.002141151280573239
2005-03-03,-0.0017293914189245863
2005-03-04,0.0
2005-03-07,0.0
2005-03-08,-0.0037462334066292735
2005-03-09,-0.01482205391318514
2005-03-10,-0.012623177783207207
2005-03-11,-0.019545565599804582
2005-03-14,-0.013437576349865643
2005-03-15,-0.021581562016450895
2005-03-16,-0.029888427396367767
2005-03-17,-0.02793387083638743
2005-03-18,-0.03461193908298721
2005-03-21,-0.03819529277628486
2005-03-22,-0.047968075576186986
2005-03-23,-0.04715367700952855
2005-03-24,-0.04601351901620654
2005-03-28,-0.04462904145288704
2005-03-29,-0.05098135027282358
2005-03-30,-0.037543773922957935
2005-03-31,-0.03933545076960676
2005-04-01,-0.04365176317289676
2005-04-04,-0.04202296603957989
2005-04-05,-0.03746233406629207
2005-04-06,-0.034123299942992236
2005-04-07,-0.0289111491163776
2005-04-08,-0.0390096913429433
2005-04-11,-0.038276732632950616
2005-04-12,-0.03330890137633358
2005-04-13,-0.04471048130955302
2005-04-14,-0.05717077937942838
2005-04-15,-0.07036403615929632
2005-04-18,-0.06751364117599157
2005-04-19,-0.060102614219399
2005-04-20,-0.07321443114260129
2005-04-21,-0.055216222819447824
2005-04-22,-0.05879957651274548
2005-04-25,-0.05261014740614067
2005-04-26,-0.06181285120938185
2005-04-27,-0.05814805765941855
2005-04-28,-0.0699568368759671
2005-04-29,-0.05733365909276
2005-05-02,-0.05204006840947961
2005-05-03,-0.05041127127616263
2005-05-04,-0.043081684176235924
2005-05-05,-0.04340744360289939
2005-05-06,-0.04642071829953587
2005-05-09,-0.04047560876292866
2005-05-10,-0.05041127127616263
2005-05-11,-0.0451991204495481
2005-05-12,-0.05570486195944302
2005-05-13,-0.0575779786627576
2005-05-16,-0.04878247414284553
2005-05-17,-0.04243016532290911
2005-05-18,-0.032575942666340896
2005-05-19,-0.02850394983304827
2005-05-20,-0.029888427396367767
2005-05-23,-0.02451339685642162
2005-05-24,-0.02679371284306542
2005-05-25,-0.027526671553058102
2005-05-26,-0.022314520726443576
2005-05-27,-0.02068572359312648
2005-05-31,-0.026956592556397152
2005-06-01,-0.01864972717648017
2005-06-02,-0.01653229090316799
2005-06-03,-0.02150012215978503
2005-06-06,-0.02239596058310933
2005-06-07,-0.02166300187311676
2005-06-08,-0.023454678719765476
2005-06-09,-0.0188126068898119
2005-06-10,-0.02109292287645581
2005-06-13,-0.017998208323153464
2005-06-14,-0.015717892336509554
2005-06-15,-0.013844775633194861
2005-06-16,-0.011320140076553464
2005-06-17,-0.011645899503216928
2005-06-20,-0.011320140076553464
2005-06-21,-0.010750061079892514
2005-06-22,-0.009935662513234078
2005-06-23,-0.023861878003094805
2005-06-24,-0.031028585389689778
2005-06-27,-0.02964410782637028
2005-06-28,-0.02150012215978503
2005-06-29,-0.02410619757309229
2005-06-30,-0.029399788256372683
2005-07-01,-0.026549393273067934
2005-07-05,-0.018731167033146146
2005-07-06,-0.026956592556397152
2005-07-07,-0.023128919293102124
2005-07-08,-0.011971658929880391
2005-07-11,-0.006922387816597486
2005-07-12,-0.004316312403290223
2005-07-13,-0.002931834839970726
2005-07-14,0.0
2005-07-15,-0.0005695224147750366
2005-07-18,-0.004556179318200293
2005-07-19,0.0
2005-07-20,0.0
2005-07-21,-0.005832793259883284
2005-07-22,0.0
2005-07-25,-0.0028330904970050863
2005-07-26,-0.0016189088554314779
2005-07-27,0.0
2005-07-28,0.0
2005-07-29,-0.00666292044633543
2005-08-01,-0.007385405795937938
2005-08-02,-0.0014449706992052391
2005-08-03,0.0
2005-08-04,-0.008017960230917276
2005-08-05,-0.014753046824887761
2005-08-08,-0.01659717767799862
2005-08-09,-0.010663887107119963
2005-08-10,-0.011144964720975037
2005-08-11,-0.0072161642078255595
2005-08-12,-0.01330981398332265
2005-08-15,-0.0072161642078255595
2005-08-16,-0.02012508017960235
2005-08-17,-0.020205259781911455
2005-08-18,-0.02028543938422067
2005-08-19,-0.018040410519563843
2005-08-22,-0.018040410519563843
2005-08-23,-0.019884541372674813
2005-08-24,-0.02862411802437459
2005-08-25,-0.02509621552277097
2005-08-26,-0.03175112251443224
2005-08-29,-0.024294419499679254
2005-08-30,-0.029425914047466306
2005-08-31,-0.01715843489416291
2005-09-01,-0.017880051314945522
2005-09-02,-0.019644002565747276
2005-09-06,-0.008178319435535597
2005-09-07,-0.006494547787042948
2005-09-08,-0.00978191148171903
2005-09-09,-0.0009621552277101486
2005-09-12,-0.00296664528543944
2005-09-13,-0.00849903784477235
2005-09-14,-0.012107119948685074
2005-09-15,-0.012588197562540038
2005-09-16,-0.00978191148171903
2005-09-19,-0.013069275176395112
2005-09-20,-0.02140795381654903
2005-09-21,-0.030548428479794776
2005-09-22,-0.02710070558050026
2005-09-23,-0.026298909557408656
2005-09-26,-0.025176395125080187
2005-09-27,-0.025416933932007724
2005-09-28,-0.024454778704297575
2005-09-29,-0.016516998075689515
2005-09-30,-0.01347017318794097
2005-10-03,-0.01699807568954459
2005-10-04,-0.02806286080821041
2005-10-05,-0.04081141757536888
2005-10-06,-0.04425914047466317
2005-10-07,-0.0409717767799872
2005-10-10,-0.04906991661321358
2005-10-11,-0.05043296985246948
2005-10-12,-0.057889672867222575
2005-10-13,-0.058450930083386754
2005-10-14,-0.0485086593970494
2005-10-17,-0.044980756895445784
2005-10-18,-0.055323925593329104
2005-10-19,-0.039608723540731194
2005-10-20,-0.05652661962796657
2005-10-21,-0.05283835792174474
2005-10-24,-0.038165490699166194
2005-10-25,-0.04008980115458627
2005-10-26,-0.042896087235407276
2005-10-27,-0.053078896728672276
2005-10-28,-0.03944836433611287
2005-10-31,-0.03680243745991019
2005-11-01,-0.033915971776780074
2005-11-02,-0.02381334188582429
2005-11-03,-0.019644002565747276
2005-11-04,-0.020926876202694067
2005-11-07,-0.01996472097498392
2005-11-08,-0.01996472097498392
2005-11-09,-0.01868184733803724
2005-11-10,-0.01106478511866582
2005-11-11,-0.007697241821680523
2005-11-14,-0.008258499037844813
2005-11-15,-0.011866581141757537
2005-11-16,-0.009862091084028246
2005-11-17,-0.0006414368184733954
2005-11-18,0.0
2005-11-21,0.0
2005-11-22,0.0
2005-11-23,0.0
2005-11-25,0.0
2005-11-28,-0.007079367576496409
2005-11-29,-0.008180602532840364
2005-11-30,-0.013529458035082209
2005-12-01,-0.0034610241485093507
2005-12-02,-0.002202469912687799
2005-12-05,-0.004326280185636744
2005-12-06,-0.0024384488319043607
2005-12-07,-0.008259262172579218
2005-12-08,-0.00888853929049005
2005-12-09,-0.006292771179107981
2005-12-12,-0.005348855502241734
2005-12-13,0.0
2005-12-14,0.0
2005-12-15,-0.0028949221500665923
2005-12-16,-0.011344965182693123
2005-12-19,-0.016430639230107236
2005-12-20,-0.015491745559815362
2005-12-21,-0.01392692277599561
2005-12-22,-0.008763007589390526
2005-12-23,-0.008215319615053618
2005-12-27,-0.018308426570690872
2005-12-28,-0.01611767467334324
2005-12-29,-0.020499178468038504
2005-12-30,-0.02581957593302553
2006-01-03,-0.008684766450199555
2006-01-04,-0.003990298098740408
2006-01-05,-0.003364368985212529
2006-01-06,0.0
2006-01-09,0.0
2006-01-10,0.0
2006-01-11,0.0
2006-01-12,-0.003944010517361263
2006-01-13,-0.004872012992034658
2006-01-17,-0.0075786868764982085
2006-01-18,-0.011754698012528042
2006-01-19,-0.007733353955610589
2006-01-20,-0.02582940221173924
2006-01-23,-0.02234939293171445
2006-01-24,-0.0213440569174852
2006-01-25,-0.020493387982367994
2006-01-26,-0.01508004021344056
2006-01-27,-0.005954682545820211
2006-01-30,-0.006728017941381226
2006-01-31,-0.013997370659655117
2006-02-01,-0.007114685639161844
2006-02-02,-0.018637383033021426
2006-02-03,-0.023509396025056084
2006-02-06,-0.020957389219704692
2006-02-07,-0.029618745649988343
2006-02-08,-0.02080272214059231
2006-02-09,-0.02242672647127064
2006-02-10,-0.020648055061480153
2006-02-13,-0.02242672647127064
2006-02-14,-0.01206403217075247
2006-02-15,-0.008584022890727794
2006-02-16,-0.0011600030933416328
2006-02-17,-0.0038666769778052945
2006-02-21,-0.0063413502436006075
2006-02-22,-0.000309334158224317
2006-02-23,-0.0017786714097903777
2006-02-24,0.0
2006-02-27,0.0
2006-02-28,-0.009501004171172722
2006-03-01,-0.0006951954271590122
2006-03-02,-0.0007724393635099025
2006-03-03,-0.005407075544569873
2006-03-06,-0.00996446778927873
2006-03-07,-0.011509346516298535
2006-03-08,-0.00942376023482161
2006-03-09,-0.016066738761007393
2006-03-10,-0.0067202224625366735
2006-03-13,-0.004866367990112752
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,0.0
2006-03-17,-0.0031290544150194277
2006-03-20,-0.004731740822712438
2006-03-21,-0.010989849652751293
2006-03-22,-0.0049606960238114395
2006-03-23,-0.00702129283370212
2006-03-24,-0.006258108830038855
2006-03-27,-0.007708158436999124
2006-03-28,-0.01381363046630546
2006-03-29,-0.007631840036632864
2006-03-30,-0.009387163245058283
2006-03-31,-0.009158208043959282
2006-04-03,-0.009921392047622768
2006-04-04,-0.0035869648172174307
2006-04-05,-0.00015263680073274166
2006-04-06,-0.0012210944058612672
2006-04-07,-0.011371441654583037
2006-04-10,-0.009845073647256286
2006-04-11,-0.018240097687552637
2006-04-12,-0.016408456078760625
2006-04-13,-0.017705868884988152
2006-04-17,-0.018087460886819895
2006-04-18,-0.002518507212088905
2006-04-19,-0.0006105472029307446
2006-04-20,0.0
2006-04-21,0.0
2006-04-24,-0.00182996568814342
2006-04-25,-0.005947388486465921
2006-04-26,-0.00571864277544798
2006-04-27,-0.0009149828440716545
2006-04-28,0.0
2006-05-01,-0.008138738875789087
2006-05-02,-0.0006845668213281142
2006-05-03,-0.004411652848558711
2006-05-04,-0.0008366927816230163
2006-05-05,0.0
2006-05-08,-0.0012073649260488928
2006-05-09,0.0
2006-05-10,-0.0005278238576382766
2006-05-11,-0.012592369175086882
2006-05-12,-0.025486351983109556
2006-05-15,-0.02352586336902429
2006-05-16,-0.02495852812547128
2006-05-17,-0.043507766551048155
2006-05-18,-0.04833358467802751
2006-05-19,-0.041622681345196866
2006-05-22,-0.04893681194389998
2006-05-23,-0.0561755391343689
2006-05-24,-0.048635198310963634
2006-05-25,-0.03687226662645149
2006-05-26,-0.03197104509123816
2006-05-30,-0.04916302216860213
2006-05-31,-0.03853114160760063
2006-06-01,-0.029331925803046444
2006-06-02,-0.02729603378072687
2006-06-05,-0.04147187452872869
2006-06-06,-0.04380938018398428
2006-06-07,-0.050972703966219335
2006-06-08,-0.05180214145679385
2006-06-09,-0.054818277786156
2006-06-12,-0.06507314130598707
2006-06-13,-0.07593123209169061
2006-06-14,-0.06876790830945567
2006-06-15,-0.04901221535213396
2006-06-16,-0.06009651636253954
2006-06-19,-0.06748605036947675
2006-06-20,-0.06431910722364653
2006-06-21,-0.05738199366611374
2006-06-22,-0.06152918111898664
2006-06-23,-0.061679987935454705
2006-06-26,-0.057532800482581914
2006-06-27,-0.06567636857185954
2006-06-28,-0.059342482280199116
2006-06-29,-0.04034082340521794
2006-06-30,-0.04064243703815418
2006-07-03,-0.03634444276881321
2006-07-05,-0.041848891569899016
2006-07-06,-0.039058965465239126
2006-07-07,-0.04531744834866536
2006-07-10,-0.043507766551048155
2006-07-11,-0.039285175689941276
2006-07-12,-0.049540039209772346
2006-07-13,-0.06499773789775298
2006-07-14,-0.0686171014929875
2006-07-17,-0.0699743628412004
2006-07-18,-0.06522394812245513
2006-07-19,-0.05225456190619826
2006-07-20,-0.05873925501432664
2006-07-21,-0.0653747549389232
2006-07-24,-0.04833358467802751
2006-07-25,-0.04494043130749514
2006-07-26,-0.04365857336751622
2006-07-27,-0.04456341426632493
2006-07-28,-0.0349871814206002
2006-07-31,-0.035967425727643
2006-08-01,-0.040717840446388265
2006-08-02,-0.03423314733825966
2006-08-03,-0.03166943145830203
2006-08-04,-0.03332830643945117
2006-08-07,-0.03521339164530235
2006-08-08,-0.039285175689941276
2006-08-09,-0.04252752224400547
2006-08-10,-0.0395867893228774
2006-08-11,-0.042301312019303317
2006-08-14,-0.04154727793696278
2006-08-15,-0.03008595988538687
2006-08-16,-0.021339164530236876
2006-08-17,-0.019529482732619563
2006-08-18,-0.014552857789172147
2006-08-21,-0.018775448650279025
2006-08-22,-0.018850852058513
2006-08-23,-0.021565374754939026
2006-08-24,-0.02239481224551354
2006-08-25,-0.021188357713768702
2006-08-28,-0.016513346403257412
2006-08-29,-0.01538229527974655
2006-08-30,-0.014779068013874297
2006-08-31,-0.014929874830342471
2006-09-01,-0.009048408988086343
2006-09-05,-0.007163323782235054
2006-09-06,-0.01591011913738516
2006-09-07,-0.020434323631428164
2006-09-08,-0.017644397526768274
2006-09-11,-0.016664153219725586
2006-09-12,-0.0070125169657668796
2006-09-13,-0.0030161363293621513
2006-09-14,-0.002940732921128175
2006-09-15,-0.004976624943447416
2006-09-18,-0.003619363595234626
2006-09-19,-0.006107676066958279
2006-09-20,-0.0008294374905746249
2006-09-21,-0.005655255617553867
2006-09-22,-0.008671391946916018
2006-09-25,-0.0010556477152768862
2006-09-26,0.0
2006-09-27,0.0
2006-09-28,-0.0003738597278302169
2006-09-29,-0.001196351129056361
2006-10-02,-0.004934948407357531
2006-10-03,-0.0028413339315088715
2006-10-04,0.0
2006-10-05,0.0
2006-10-06,-0.001257582482615871
2006-10-09,-0.0006657789613848664
2006-10-10,0.0
2006-10-11,-0.0011828195460930058
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,-0.003142356036246796
2006-10-18,-0.0018269511838643337
2006-10-19,-0.00021923414206370673
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,0.0
2006-10-26,0.0
2006-10-27,-0.006268914829226091
2006-10-30,-0.006989479752125605
2006-10-31,-0.007133592736705663
2006-11-01,-0.013834846519671373
2006-11-02,-0.01441129845799105
2006-11-03,-0.016140654272950083
2006-11-06,-0.005043954460296818
2006-11-07,-0.0012249603689291622
2006-11-08,0.0
2006-11-09,-0.005255201209416138
2006-11-10,-0.004823266863436704
2006-11-13,-0.002375638902886612
2006-11-14,0.0
2006-11-15,0.0
2006-11-16,0.0
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,0.0
2006-11-24,-0.004044848140789092
2006-11-27,-0.017740562021004824
2006-11-28,-0.013482827135963493
2006-11-29,-0.003193301163780804
2006-11-30,-0.0027675276752766598
2006-12-01,-0.004967357365881275
2006-12-04,0.0
2006-12-05,0.0
2006-12-06,-0.0008456659619450191
2006-12-07,-0.0052149400986610805
2006-12-08,-0.0033826638477802984
2006-12-11,-0.0004933051444678815
2006-12-12,-0.0012684989429175841
2006-12-13,-0.00021141649048628253
2006-12-14,0.0
2006-12-15,-0.005449972051425389
2006-12-18,-0.008174958077138195
2006-12-19,-0.006288429290106201
2006-12-20,-0.006847400782560187
2006-12-21,-0.010480715483510372
2006-12-22,-0.016559530463946315
2006-12-26,-0.010760201229737199
2006-12-27,-0.004262157629960961
2006-12-28,-0.00635830072666288
2006-12-29,-0.010480715483510372
2007-01-03,-0.012227501397428786
2007-01-04,-0.010131358300726756
2007-01-05,-0.018026830631637902
2007-01-08,-0.013485187255450004
2007-01-09,-0.014323644494130927
2007-01-10,-0.011039686975964358
2007-01-11,-0.006707657909446718
2007-01-12,0.0
2007-01-16,-0.0019547612398771452
2007-01-17,-0.0015358838313320744
2007-01-18,-0.004886903099692974
2007-01-19,-0.002932141859815829
2007-01-22,-0.006003909522479867
2007-01-23,-0.0030717676626640378
2007-01-24,0.0
2007-01-25,-0.011740187565126736
2007-01-26,-0.012434873219867915
2007-01-29,-0.013199027440083166
2007-01-30,-0.008058353594998291
2007-01-31,-0.0013893713094823568
2007-02-01,0.0
2007-02-02,0.0
2007-02-05,0.0
2007-02-06,0.0
2007-02-07,0.0
2007-02-08,-0.0013084498312788684
2007-02-09,-0.008745954135390144
2007-02-12,-0.012120377384477798
2007-02-13,-0.0037876179326493675
2007-02-14,0.0
2007-02-15,0.0
2007-02-16,-0.00048010973936918333
2007-02-20,0.0
2007-02-21,-0.00041084634346755244
2007-02-22,-0.001164064639824658
2007-02-23,-0.005067104902766184
2007-02-26,-0.005957271980279399
2007-02-27,-0.044782251437962106
2007-02-28,-0.03499041358531896
2007-03-01,-0.037866337989591936
2007-03-02,-0.05046562585592995
2007-03-05,-0.05950424541221577
2007-03-06,-0.04341276362640378
2007-03-07,-0.044371405094494554
2007-03-08,-0.036291427006299504
2007-03-09,-0.03601752944398784
2007-03-12,-0.034579567241851406
2007-03-13,-0.0533415502602026
2007-03-14,-0.04628868803067643
2007-03-15,-0.04498767460969588
2007-03-16,-0.05142426732402072
2007-03-19,-0.03998904409750759
2007-03-20,-0.034716516023007404
2007-03-21,-0.01883045740892908
2007-03-22,-0.019583675705286074
2007-03-23,-0.018145713503149863
2007-03-26,-0.01944672692413041
2007-03-27,-0.021774856203779613
2007-03-28,-0.028896192823883893
2007-03-29,-0.02786907696521501
2007-03-30,-0.027663653793481235
2007-04-02,-0.026568063544234466
2007-04-03,-0.0160914817858121
2007-04-04,-0.014995891536565331
2007-04-05,-0.01232539030402613
2007-04-09,-0.010955902492467806
2007-04-10,-0.009791837852642926
2007-04-11,-0.013831826896740451
2007-04-12,-0.009449465899753484
2007-04-13,-0.004930156121610518
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,-0.0002716099680859507
2007-04-20,0.0
2007-04-23,-0.003767998923428939
2007-04-24,-0.003364284753061497
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,-0.0008018710324090295
2007-04-30,-0.009087871700634853
2007-05-01,-0.006548613431339945
2007-05-02,-0.0007350484463749529
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,-0.0013249420337859696
2007-05-09,0.0
2007-05-10,-0.010452500661550568
2007-05-11,-0.001984652024344946
2007-05-14,-0.004167769251124609
2007-05-15,-0.0039031489812120235
2007-05-16,0.0
2007-05-17,-0.0019788918205803085
2007-05-18,0.0
2007-05-21,-0.0005241776962391365
2007-05-22,-0.0013104442405976746
2007-05-23,-0.0011793998165378072
2007-05-24,-0.010221465076660996
2007-05-25,-0.006093565718778726
2007-05-29,-0.002489844057135371
2007-05-30,0.0
2007-05-31,-0.0010424811050299132
2007-06-01,0.0
2007-06-04,0.0
2007-06-05,-0.003958468526930492
2007-06-06,-0.014665801427644287
2007-06-07,-0.03244646333549639
2007-06-08,-0.019857235561323794
2007-06-11,-0.018170019467877885
2007-06-12,-0.02887735236859179
2007-06-13,-0.014341336794289505
2007-06-14,-0.008046722907202986
2007-06-15,-0.006683971447112302
2007-06-18,-0.007852044127190205
2007-06-19,-0.005386112913692287
2007-06-20,-0.019208306294613897
2007-06-21,-0.013757300454250498
2007-06-22,-0.023036988968202388
2007-06-25,-0.027709279688513888
2007-06-26,-0.0377027903958469
2007-06-27,-0.024010382868267288
2007-06-28,-0.02414016872160929
2007-06-29,-0.023815704088254286
2007-07-02,-0.014990266060999402
2007-07-03,-0.011421155094094693
2007-07-05,-0.012459441920830594
2007-07-06,-0.007268007787151198
2007-07-09,-0.007138221933809197
2007-07-10,-0.020635950681375803
2007-07-11,-0.013692407527579387
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,-0.0001291572489504622
2007-07-17,-0.0006457862447529772
2007-07-18,-0.0024539877300613355
2007-07-19,0.0
2007-07-20,-0.010124459921325824
2007-07-23,-0.007093570645514857
2007-07-24,-0.02431160121235565
2007-07-25,-0.02231250403043772
2007-07-26,-0.045463339137163716
2007-07-27,-0.06422905784484412
2007-07-30,-0.04959050751273619
2007-07-31,-0.06029535048687684
2007-08-01,-0.055716773070226266
2007-08-02,-0.0481717933836332
2007-08-03,-0.07267685561359372
2007-08-06,-0.05713548719932926
2007-08-07,-0.04707551428387169
2007-08-08,-0.033791191074998284
2007-08-09,-0.06242342168053139
2007-08-10,-0.06680853807957687
2007-08-13,-0.06345521377442442
2007-08-14,-0.07777132907719098
2007-08-15,-0.09047526923324956
2007-08-16,-0.08363964661120782
2007-08-17,-0.06680853807957687
2007-08-20,-0.0672599471206552
2007-08-21,-0.06538982395047388
2007-08-22,-0.05429805894112327
2007-08-23,-0.05513639001741133
2007-08-24,-0.0434642419552459
2007-08-27,-0.05236344876507382
2007-08-28,-0.0731927516605404
2007-08-29,-0.055007416005674825
2007-08-30,-0.05752240923453911
2007-08-31,-0.04823628038950145
2007-09-04,-0.03862771651512209
2007-09-05,-0.046946540272135184
2007-09-06,-0.044753982072612386
2007-09-07,-0.05803830528148579
2007-09-10,-0.05984394144579863
2007-09-11,-0.04888115044818464
2007-09-12,-0.0464306442251885
2007-09-13,-0.0397239956148836
2007-09-14,-0.03978848262075185
2007-09-17,-0.044947443090217365
2007-09-18,-0.016831108531630834
2007-09-19,-0.011027278003482133
2007-09-20,-0.017991874637260596
2007-09-21,-0.019990971819178416
2007-09-24,-0.021796607983491256
2007-09-25,-0.023731218159540934
2007-09-26,-0.018572257690075422
2007-09-27,-0.012768427161926832
2007-09-28,-0.01605726446121092
2007-10-01,-0.004965499451860311
2007-10-02,-0.006319726575095053
2007-10-03,-0.008318823757012872
2007-10-04,-0.006771135616173263
2007-10-05,0.0
2007-10-08,-0.00532563362207239
2007-10-09,0.0
2007-10-10,-0.00166155419222902
2007-10-11,-0.006454498977505052
2007-10-12,-0.0009585889570550288
2007-10-15,-0.009394171779141147
2007-10-16,-0.01725460122699385
2007-10-17,-0.014251022494887411
2007-10-18,-0.017829754601226933
2007-10-19,-0.04351993865030679
2007-10-22,-0.037960122699386534
2007-10-23,-0.030163599182004064
2007-10-24,-0.03195296523517388
2007-10-25,-0.02965235173824121
2007-10-26,-0.01827709611451933
2007-10-29,-0.015017893660531634
2007-10-30,-0.021855828220858853
2007-10-31,-0.011694785276073483
2007-11-01,-0.03482873210633941
2007-11-02,-0.033742331288343586
2007-11-05,-0.041091513292433435
2007-11-06,-0.02818251533742333
2007-11-07,-0.05476738241308787
2007-11-08,-0.059560327198364016
2007-11-09,-0.07246932515337423
2007-11-12,-0.08167177914110435
2007-11-13,-0.05368098159509194
2007-11-14,-0.05630112474437632
2007-11-15,-0.0699130879345603
2007-11-16,-0.06831543967280163
2007-11-19,-0.08128834355828218
2007-11-20,-0.0756646216768917
2007-11-21,-0.09458077709611445
2007-11-23,-0.07892382413087928
2007-11-26,-0.09924591002044991
2007-11-27,-0.08889314928425351
2007-11-28,-0.059752044989775044
2007-11-29,-0.05943251533742322
2007-11-30,-0.04997443762781184
2007-12-03,-0.056237218813905865
2007-12-04,-0.06467280163599165
2007-12-05,-0.04901584867075659
2007-12-06,-0.035403885480572495
2007-12-07,-0.035595603271983633
2007-12-10,-0.028118609406952877
2007-12-11,-0.05476738241308787
2007-12-12,-0.04543711656441707
2007-12-13,-0.04741820040899791
2007-12-14,-0.05949642126789367
2007-12-17,-0.07291666666666663
2007-12-18,-0.06774028629856843
2007-12-19,-0.06774028629856843
2007-12-20,-0.06186094069529635
2007-12-21,-0.05336145194274022
2007-12-24,-0.04633179959100209
2007-12-26,-0.04428680981595079
2007-12-27,-0.05630112474437632
2007-12-28,-0.058665644171779
2007-12-31,-0.0656313905930469
2008-01-02,-0.07381134969325143
2008-01-03,-0.07425869120654383
2008-01-04,-0.09694529652351735
2008-01-07,-0.09771216768916147
2008-01-08,-0.11228271983640081
2008-01-09,-0.10295245398773001
2008-01-10,-0.09707310838445804
2008-01-11,-0.10435838445807766
2008-01-14,-0.09713701431492838
2008-01-15,-0.11701175869120661
2008-01-16,-0.12461656441717794
2008-01-17,-0.14730316973415125
2008-01-18,-0.15605828220858886
2008-01-22,-0.16462167689161544
2008-01-23,-0.14455521472392618
2008-01-24,-0.13733384458077702
2008-01-25,-0.14979550102249484
2008-01-28,-0.13573619631901834
2008-01-29,-0.13145449897750505
2008-01-30,-0.13784509202453987
2008-01-31,-0.12212423312883425
2008-02-01,-0.10800102249488741
2008-02-04,-0.11924846625766872
2008-02-05,-0.14282975460122693
2008-02-06,-0.14973159509202438
2008-02-07,-0.1441078732106339
2008-02-08,-0.1496037832310838
2008-02-11,-0.14525817995910018
2008-02-12,-0.13733384458077702
2008-02-13,-0.12851482617586907
2008-02-14,-0.13618353783231085
2008-02-15,-0.13637525562372188
2008-02-19,-0.13394683026584853
2008-02-20,-0.13139059304703482
2008-02-21,-0.1386119631901841
2008-02-22,-0.1333077709611451
2008-02-25,-0.12237985685071562
2008-02-26,-0.11579754601226977
2008-02-27,-0.11669222903885479
2008-02-28,-0.1253195296523516
2008-02-29,-0.14481083844580778
2008-03-03,-0.14685582822085885
2008-03-04,-0.15011503067484655
2008-03-05,-0.14474693251533732
2008-03-06,-0.16244887525562368
2008-03-07,-0.1710761758691205
2008-03-10,-0.1820040899795501
2008-03-11,-0.15260736196319014
2008-03-12,-0.16053169734151318
2008-03-13,-0.15867842535787313
2008-03-14,-0.17171523517382403
2008-03-17,-0.18008691206543959
2008-03-18,-0.1460250511247444
2008-03-19,-0.16717791411042948
2008-03-20,-0.15593047034764818
2008-03-24,-0.13905930470347638
2008-03-25,-0.13822852760736193
2008-03-26,-0.14877300613496935
2008-03-27,-0.15145705521472386
2008-03-28,-0.15957310838445804
2008-03-31,-0.15663343558282206
2008-04-01,-0.12698108384458062
2008-04-02,-0.12640593047034765
2008-04-03,-0.12423312883435578
2008-04-04,-0.12519171779141103
2008-04-07,-0.12474437627811852
2008-04-08,-0.12563905930470343
2008-04-09,-0.1319657464212678
2008-04-10,-0.13075153374233117
2008-04-11,-0.14762269938650308
2008-04-14,-0.1504984662576686
2008-04-15,-0.14851738241308787
2008-04-16,-0.1254473415132924
2008-04-17,-0.12416922290388532
2008-04-18,-0.11503067484662577
2008-04-21,-0.11458333333333315
2008-04-22,-0.1184815950920245
2008-04-23,-0.11988752556237214
2008-04-24,-0.11605316973415136
2008-04-25,-0.10787321063394684
2008-04-28,-0.10768149284253581
2008-04-29,-0.11119631901840477
2008-04-30,-0.11643660531697342
2008-05-01,-0.09815950920245387
2008-05-02,-0.09566717791411039
2008-05-05,-0.10001278118609391
2008-05-06,-0.09221625766871155
2008-05-07,-0.10838445807770947
2008-05-08,-0.11068507157464214
2008-05-09,-0.11234662576687104
2008-05-12,-0.10237730061349681
2008-05-13,-0.10224948875255624
2008-05-14,-0.10039621676891608
2008-05-15,-0.08914877300613488
2008-05-16,-0.08831799591002043
2008-05-19,-0.08582566462167673
2008-05-20,-0.09323875255623726
2008-05-21,-0.1085761758691205
2008-05-22,-0.10844836400817992
2008-05-23,-0.120398773006135
2008-05-27,-0.11388036809815949
2008-05-28,-0.10979038854805712
2008-05-29,-0.10531697341513291
2008-05-30,-0.1030802658486707
2008-06-02,-0.11234662576687104
2008-06-03,-0.11752300613496924
2008-06-04,-0.11797034764826164
2008-06-05,-0.10033231083844574
2008-06-06,-0.12902607361963192
2008-06-09,-0.1269171779141104
2008-06-10,-0.13126278118609402
2008-06-11,-0.14404396728016355
2008-06-12,-0.14078476482617586
2008-06-13,-0.12992075664621672
2008-06-16,-0.12940950920245398
2008-06-17,-0.13362730061349692
2008-06-18,-0.14206288343558282
2008-06-19,-0.14097648261758688
2008-06-20,-0.15912576687116553
2008-06-23,-0.1599565439672802
2008-06-24,-0.16161809815950912
2008-06-25,-0.15765593047034754
2008-06-26,-0.1805342535787321
2008-06-27,-0.18500766871165641
2008-06-30,-0.18213190184049077
2008-07-01,-0.17957566462167684
2008-07-02,-0.19363496932515323
2008-07-03,-0.19280419222903877
2008-07-07,-0.20104805725971364
2008-07-08,-0.18686094069529646
2008-07-09,-0.20251789366053163
2008-07-10,-0.19925869120654394
